"Hours since thread went live","Hikari no Ou Season 2 • The Fire Hunter Season 2 - Episode 20 discussion"
0,1
0.08333333333333333,1
0.16666666666666666,1
0.25,2
0.3333333333333333,2
0.4166666666666667,3
0.5,4
0.5833333333333334,3
0.6666666666666666,3
0.75,5
0.8333333333333334,5
0.9166666666666666,6
1,6
1.0833333333333333,5
1.1666666666666667,6
1.25,7
1.3333333333333333,7
1.4166666666666667,9
1.5,8
1.5833333333333333,11
1.6666666666666667,9
1.75,9
1.8333333333333333,12
1.9166666666666667,13
2,13
2.0833333333333335,13
2.1666666666666665,13
2.25,13
2.3333333333333335,13
2.4166666666666665,11
2.5,12
2.5833333333333335,12
2.6666666666666665,13
2.75,13
2.8333333333333335,15
2.9166666666666665,13
3,13
3.0833333333333335,16
3.1666666666666665,14
3.25,17
3.3333333333333335,17
3.4166666666666665,17
3.5,21
3.5833333333333335,19
3.6666666666666665,19
3.75,20
3.8333333333333335,23
3.9166666666666665,24
4,24
4.083333333333333,24
4.166666666666667,27
4.25,28
4.333333333333333,28
4.416666666666667,29
4.5,28
4.583333333333333,30
4.666666666666667,32
4.75,31
4.833333333333333,28
4.916666666666667,33
5,27
5.083333333333333,28
5.166666666666667,32
5.25,29
5.333333333333333,29
5.416666666666667,30
5.5,28
5.583333333333333,29
5.666666666666667,32
5.75,37
5.833333333333333,37
5.916666666666667,38
6,41
6.083333333333333,43
6.166666666666667,42
6.25,42
6.333333333333333,42
6.416666666666667,38
6.5,42
6.583333333333333,43
6.666666666666667,41
6.75,44
6.833333333333333,45
6.916666666666667,41
7,42
7.083333333333333,45
7.166666666666667,47
7.25,46
7.333333333333333,43
7.416666666666667,43
7.5,44
7.583333333333333,44
7.666666666666667,45
7.75,45
7.833333333333333,44
7.916666666666667,41
8,45
8.083333333333334,42
8.166666666666666,49
8.25,47
8.333333333333334,47
8.416666666666666,51
8.5,46
8.583333333333334,51
8.666666666666666,53
8.75,48
8.833333333333334,46
8.916666666666666,50
9,47
9.083333333333334,49
9.166666666666666,48
9.25,54
9.333333333333334,52
9.416666666666666,50
9.5,48
9.583333333333334,47
9.666666666666666,51
9.75,52
9.833333333333334,54
9.916666666666666,56
10,54
10.083333333333334,54
10.166666666666666,53
10.25,53
10.333333333333334,57
10.416666666666666,55
10.5,55
10.583333333333334,53
10.666666666666666,54
10.75,53
10.833333333333334,55
10.916666666666666,53
11,50
11.083333333333334,51
11.166666666666666,53
11.25,52
11.333333333333334,51
11.416666666666666,51
11.5,54
11.583333333333334,53
11.666666666666666,50
11.75,53
11.833333333333334,52
11.916666666666666,50
12,54
12.083333333333334,53
12.166666666666666,54
12.25,53
12.333333333333334,58
12.416666666666666,54
12.5,53
12.583333333333334,51
12.666666666666666,55
12.75,58
12.833333333333334,55
12.916666666666666,58
13,57
13.083333333333334,59
13.166666666666666,56
13.25,56
13.333333333333334,58
13.416666666666666,56
13.5,57
13.583333333333334,57
13.666666666666666,58
13.75,57
13.833333333333334,57
13.916666666666666,61
14,58
14.083333333333334,62
14.166666666666666,59
14.25,59
14.333333333333334,59
14.416666666666666,60
14.5,61
14.583333333333334,63
14.666666666666666,61
14.75,58
14.833333333333334,60
14.916666666666666,63
15,64
15.083333333333334,62
15.166666666666666,61
15.25,61
15.333333333333334,59
15.416666666666666,59
15.5,59
15.583333333333334,60
15.666666666666666,56
15.75,57
15.833333333333334,60
15.916666666666666,59
16,62
16.083333333333332,61
16.166666666666668,64
16.25,61
16.333333333333332,66
16.416666666666668,62
16.5,65
16.583333333333332,62
16.666666666666668,65
16.75,63
16.833333333333332,64
16.916666666666668,64
17,61
17.083333333333332,60
17.166666666666668,68
17.25,63
17.333333333333332,62
17.416666666666668,67
17.5,65
17.583333333333332,64
17.666666666666668,66
17.75,66
17.833333333333332,64
17.916666666666668,68
18,66
18.083333333333332,68
18.166666666666668,67
18.25,68
18.333333333333332,64
18.416666666666668,64
18.5,68
18.583333333333332,72
18.666666666666668,73
18.75,71
18.833333333333332,71
18.916666666666668,71
19,67
19.083333333333332,73
19.166666666666668,68
19.25,73
19.333333333333332,73
19.416666666666668,70
19.5,71
19.583333333333332,70
19.666666666666668,68
19.75,75
19.833333333333332,69
19.916666666666668,72
20,72
20.083333333333332,72
20.166666666666668,71
20.25,71
20.333333333333332,73
20.416666666666668,72
20.5,73
20.583333333333332,74
20.666666666666668,74
20.75,73
20.833333333333332,72
20.916666666666668,73
21,71
21.083333333333332,69
21.166666666666668,71
21.25,73
21.333333333333332,72
21.416666666666668,69
21.5,73
21.583333333333332,73
21.666666666666668,72
21.75,74
21.833333333333332,71
21.916666666666668,71
22,73
22.083333333333332,74
22.166666666666668,72
22.25,72
22.333333333333332,70
22.416666666666668,73
22.5,73
22.583333333333332,74
22.666666666666668,75
22.75,74
22.833333333333332,71
22.916666666666668,71
23,75
23.083333333333332,78
23.166666666666668,72
23.25,77
23.333333333333332,75
23.416666666666668,78
23.5,75
23.583333333333332,73
23.666666666666668,73
23.75,75
23.833333333333332,79
23.916666666666668,78
24,78
24.083333333333332,79
24.166666666666668,75
24.25,74
24.333333333333332,76
24.416666666666668,77
24.5,74
24.583333333333332,75
24.666666666666668,75
24.75,76
24.833333333333332,73
24.916666666666668,73
25,77
25.083333333333332,78
25.166666666666668,77
25.25,75
25.333333333333332,76
25.416666666666668,79
25.5,75
25.583333333333332,76
25.666666666666668,77
25.75,77
25.833333333333332,79
25.916666666666668,76
26,77
26.083333333333332,78
26.166666666666668,77
26.25,79
26.333333333333332,75
26.416666666666668,79
26.5,78
26.583333333333332,79
26.666666666666668,77
26.75,79
26.833333333333332,79
26.916666666666668,76
27,79
27.083333333333332,76
27.166666666666668,74
27.25,82
27.333333333333332,79
27.416666666666668,76
27.5,77
27.583333333333332,79
27.666666666666668,78
27.75,81
27.833333333333332,78
27.916666666666668,78
28,83
28.083333333333332,82
28.166666666666668,78
28.25,79
28.333333333333332,81
28.416666666666668,82
28.5,80
28.583333333333332,80
28.666666666666668,81
28.75,79
28.833333333333332,82
28.916666666666668,82
29,79
29.083333333333332,79
29.166666666666668,78
29.25,83
29.333333333333332,80
29.416666666666668,83
29.5,79
29.583333333333332,79
29.666666666666668,84
29.75,79
29.833333333333332,79
29.916666666666668,77
30,77
30.083333333333332,80
30.166666666666668,76
30.25,79
30.333333333333332,82
30.416666666666668,80
30.5,84
30.583333333333332,83
30.666666666666668,79
30.75,84
30.833333333333332,82
30.916666666666668,84
31,79
31.083333333333332,79
31.166666666666668,80
31.25,78
31.333333333333332,80
31.416666666666668,78
31.5,80
31.583333333333332,81
31.666666666666668,79
31.75,79
31.833333333333332,77
31.916666666666668,79
32,81
32.083333333333336,80
32.166666666666664,80
32.25,81
32.333333333333336,83
32.416666666666664,80
32.5,82
32.583333333333336,77
32.666666666666664,81
32.75,78
32.833333333333336,77
32.916666666666664,84
33,77
33.083333333333336,81
33.166666666666664,80
33.25,79
33.333333333333336,81
33.416666666666664,81
33.5,79
33.583333333333336,83
33.666666666666664,77
33.75,78
33.833333333333336,78
33.916666666666664,83
34,78
34.083333333333336,84
34.166666666666664,81
34.25,82
34.333333333333336,83
34.416666666666664,80
34.5,81
34.583333333333336,80
34.666666666666664,83
34.75,80
34.833333333333336,81
34.916666666666664,84
35,84
35.083333333333336,85
35.166666666666664,81
35.25,79
35.333333333333336,80
