"Hours since thread went live","Hikari no Ou Season 2 • The Fire Hunter Season 2 - Episode 20 discussion"
35.416666666666664,82
35.5,80
35.583333333333336,83
35.666666666666664,82
35.75,81
35.833333333333336,79
35.916666666666664,80
36,82
36.083333333333336,85
36.166666666666664,77
36.25,82
36.333333333333336,78
36.416666666666664,79
36.5,77
36.583333333333336,80
36.666666666666664,85
36.75,78
36.833333333333336,83
36.916666666666664,83
37,79
37.083333333333336,81
37.166666666666664,81
37.25,84
37.333333333333336,83
37.416666666666664,79
37.5,84
37.583333333333336,81
37.666666666666664,81
37.75,84
37.833333333333336,83
37.916666666666664,85
38,81
38.083333333333336,81
38.166666666666664,79
38.25,81
38.333333333333336,80
38.416666666666664,81
38.5,86
38.583333333333336,80
38.666666666666664,83
38.75,81
38.833333333333336,83
38.916666666666664,83
39,82
39.083333333333336,82
39.166666666666664,82
39.25,81
39.333333333333336,81
39.416666666666664,84
39.5,80
39.583333333333336,82
39.666666666666664,83
39.75,84
39.833333333333336,80
39.916666666666664,83
40,82
40.083333333333336,85
40.166666666666664,81
40.25,78
40.333333333333336,83
40.416666666666664,79
40.5,80
40.583333333333336,84
40.666666666666664,84
40.75,83
40.833333333333336,81
40.916666666666664,85
41,83
41.083333333333336,83
41.166666666666664,81
41.25,81
41.333333333333336,79
41.416666666666664,80
41.5,82
41.583333333333336,82
41.666666666666664,81
41.75,85
41.833333333333336,83
41.916666666666664,84
42,78
42.083333333333336,81
42.166666666666664,80
42.25,82
42.333333333333336,84
42.416666666666664,85
42.5,79
42.583333333333336,86
42.666666666666664,81
42.75,85
42.833333333333336,81
42.916666666666664,84
43,80
43.083333333333336,82
43.166666666666664,78
43.25,83
43.333333333333336,82
43.416666666666664,80
43.5,79
43.583333333333336,81
43.666666666666664,83
43.75,84
43.833333333333336,79
43.916666666666664,82
44,79
44.083333333333336,85
44.166666666666664,82
44.25,83
44.333333333333336,79
44.416666666666664,84
44.5,85
44.583333333333336,82
44.666666666666664,83
44.75,81
44.833333333333336,83
44.916666666666664,80
45,82
45.083333333333336,78
45.166666666666664,79
45.25,84
45.333333333333336,84
45.416666666666664,83
45.5,78
45.583333333333336,82
45.666666666666664,85
45.75,80
45.833333333333336,85
45.916666666666664,82
46,83
46.083333333333336,80
46.166666666666664,80
46.25,82
46.333333333333336,81
46.416666666666664,81
46.5,84
46.583333333333336,85
46.666666666666664,82
46.75,83
46.833333333333336,80
46.916666666666664,85
47,84
47.083333333333336,82
47.166666666666664,80
47.25,85
47.333333333333336,81
47.416666666666664,81
47.5,82
47.583333333333336,82
47.666666666666664,83
47.75,82
47.833333333333336,85
47.916666666666664,84
