"Hours since thread went live","Yuuki Bakuhatsu Bang Bravern • Brave Bang Bravern! - Episode 8 discussion"
38.916666666666664,7
39,7
39.083333333333336,10
39.166666666666664,7
39.25,11
39.333333333333336,9
39.416666666666664,10
39.5,10
39.583333333333336,9
39.666666666666664,8
39.75,9
39.833333333333336,11
39.916666666666664,10
40,9
40.083333333333336,11
40.166666666666664,10
40.25,8
40.333333333333336,11
40.416666666666664,10
40.5,9
40.583333333333336,9
40.666666666666664,8
40.75,8
40.833333333333336,10
40.916666666666664,9
41,11
41.083333333333336,7
41.166666666666664,7
41.25,9
41.333333333333336,10
41.416666666666664,8
41.5,10
41.583333333333336,10
41.666666666666664,10
41.75,9
41.833333333333336,8
41.916666666666664,9
42,10
42.083333333333336,10
42.166666666666664,11
42.25,9
42.333333333333336,9
42.416666666666664,11
42.5,8
42.583333333333336,10
42.666666666666664,10
42.75,9
42.833333333333336,7
42.916666666666664,8
43,7
43.083333333333336,9
43.166666666666664,8
43.25,9
43.333333333333336,11
43.416666666666664,9
43.5,10
43.583333333333336,9
43.666666666666664,7
43.75,8
43.833333333333336,10
43.916666666666664,11
44,8
44.083333333333336,7
44.166666666666664,7
44.25,9
44.333333333333336,7
44.416666666666664,11
44.5,9
44.583333333333336,9
44.666666666666664,7
44.75,10
44.833333333333336,8
44.916666666666664,8
45,9
45.083333333333336,7
45.166666666666664,7
45.25,7
45.333333333333336,11
45.416666666666664,8
45.5,10
45.583333333333336,9
45.666666666666664,8
45.75,8
45.833333333333336,9
45.916666666666664,8
46,8
46.083333333333336,9
46.166666666666664,9
46.25,9
46.333333333333336,10
46.416666666666664,7
46.5,10
46.583333333333336,9
46.666666666666664,9
46.75,10
46.833333333333336,10
46.916666666666664,9
47,10
47.083333333333336,9
47.166666666666664,9
47.25,9
47.333333333333336,11
47.416666666666664,9
47.5,8
47.583333333333336,9
47.666666666666664,7
47.75,9
47.833333333333336,9
47.916666666666664,7
