"Hours since thread went live","Yuuki Bakuhatsu Bang Bravern • Brave Bang Bravern! - Episode 8 discussion"
0,1
0,1
0.08333333333333333,1
0.16666666666666666,1
0.25,1
0.3333333333333333,2
0.4166666666666667,2
0.5,2
0.5833333333333334,2
0.6666666666666666,3
0.75,3
0.8333333333333334,3
0.9166666666666666,4
1,4
1.0833333333333333,4
1.1666666666666667,4
1.25,4
1.3333333333333333,3
1.4166666666666667,3
1.5,3
1.5833333333333333,3
1.6666666666666667,3
1.75,3
1.8333333333333333,3
1.9166666666666667,3
2,3
2.0833333333333335,3
2.1666666666666665,4
2.25,4
2.3333333333333335,5
2.4166666666666665,5
2.5,5
2.5833333333333335,3
2.6666666666666665,4
2.75,5
2.8333333333333335,5
2.9166666666666665,3
3,4
3.0833333333333335,5
3.1666666666666665,6
3.25,4
3.3333333333333335,6
3.4166666666666665,5
3.5,5
3.5833333333333335,5
3.6666666666666665,5
3.75,4
3.8333333333333335,3
3.9166666666666665,4
4,4
4.083333333333333,6
4.166666666666667,4
4.25,3
4.333333333333333,3
4.416666666666667,5
4.5,7
4.583333333333333,5
4.666666666666667,5
4.75,7
4.833333333333333,6
4.916666666666667,4
5,3
5.083333333333333,3
5.166666666666667,5
5.25,5
5.333333333333333,5
5.416666666666667,7
5.5,6
5.583333333333333,6
5.666666666666667,4
5.75,7
5.833333333333333,5
5.916666666666667,8
6,7
6.083333333333333,5
6.166666666666667,6
6.25,5
6.333333333333333,8
6.416666666666667,8
6.5,6
6.583333333333333,5
6.666666666666667,4
6.75,7
6.833333333333333,8
6.916666666666667,6
7,4
7.083333333333333,7
7.166666666666667,5
7.25,4
7.333333333333333,8
7.416666666666667,6
7.5,6
7.583333333333333,5
7.666666666666667,5
7.75,6
7.833333333333333,6
7.916666666666667,8
8,7
8.083333333333334,5
8.166666666666666,6
8.25,5
8.333333333333334,8
8.416666666666666,6
8.5,6
8.583333333333334,4
8.666666666666666,6
8.75,8
8.833333333333334,7
8.916666666666666,5
9,5
9.083333333333334,6
9.166666666666666,4
9.25,6
9.333333333333334,7
9.416666666666666,5
9.5,8
9.583333333333334,6
9.666666666666666,7
9.75,4
9.833333333333334,8
9.916666666666666,5
10,5
10.083333333333334,7
10.166666666666666,7
10.25,7
10.333333333333334,7
10.416666666666666,5
10.5,6
10.583333333333334,5
10.666666666666666,6
10.75,8
10.833333333333334,7
10.916666666666666,4
11,6
11.083333333333334,6
11.166666666666666,7
11.25,5
11.333333333333334,5
11.416666666666666,6
11.5,6
11.583333333333334,5
11.666666666666666,7
11.75,6
11.833333333333334,7
11.916666666666666,7
12,5
12.083333333333334,6
12.166666666666666,6
12.25,7
12.333333333333334,8
12.416666666666666,7
12.5,5
12.583333333333334,6
12.666666666666666,8
12.75,6
12.833333333333334,8
12.916666666666666,6
13,5
13.083333333333334,5
13.166666666666666,6
13.25,5
13.333333333333334,5
13.416666666666666,6
13.5,6
13.583333333333334,6
13.666666666666666,6
13.75,6
13.833333333333334,4
13.916666666666666,7
14,7
14.083333333333334,5
14.166666666666666,5
14.25,6
14.333333333333334,6
14.416666666666666,5
14.5,5
14.583333333333334,4
14.666666666666666,5
14.75,4
14.833333333333334,4
14.916666666666666,7
15,8
15.083333333333334,6
15.166666666666666,4
15.25,5
15.333333333333334,5
15.416666666666666,7
15.5,8
15.583333333333334,6
15.666666666666666,6
15.75,6
15.833333333333334,5
15.916666666666666,8
16,7
16.083333333333332,8
16.166666666666668,6
16.25,6
16.333333333333332,6
16.416666666666668,4
16.5,6
16.583333333333332,8
16.666666666666668,6
16.75,6
16.833333333333332,6
16.916666666666668,4
17,6
17.083333333333332,5
17.166666666666668,6
17.25,6
17.333333333333332,6
17.416666666666668,4
17.5,7
17.583333333333332,6
17.666666666666668,7
17.75,6
17.833333333333332,6
17.916666666666668,6
18,5
18.083333333333332,5
18.166666666666668,8
18.25,8
18.333333333333332,5
18.416666666666668,7
18.5,6
18.583333333333332,5
18.666666666666668,7
18.75,5
18.833333333333332,6
18.916666666666668,6
19,6
19.083333333333332,7
19.166666666666668,6
19.25,7
19.333333333333332,6
19.416666666666668,7
19.5,4
19.583333333333332,6
19.666666666666668,6
19.75,7
19.833333333333332,5
19.916666666666668,8
20,5
20.083333333333332,5
20.166666666666668,4
20.25,7
20.333333333333332,7
20.416666666666668,9
20.5,7
20.583333333333332,9
20.666666666666668,7
20.75,8
20.833333333333332,6
20.916666666666668,7
21,6
21.083333333333332,5
21.166666666666668,5
21.25,8
21.333333333333332,6
21.416666666666668,9
21.5,8
21.583333333333332,7
21.666666666666668,10
21.75,7
21.833333333333332,10
21.916666666666668,8
22,9
22.083333333333332,9
22.166666666666668,8
22.25,7
22.333333333333332,8
22.416666666666668,6
22.5,8
22.583333333333332,9
22.666666666666668,7
22.75,7
22.833333333333332,7
22.916666666666668,10
23,9
23.083333333333332,6
23.166666666666668,9
23.25,9
23.333333333333332,7
23.416666666666668,8
23.5,9
23.583333333333332,9
23.666666666666668,8
23.75,9
23.833333333333332,8
23.916666666666668,8
24,9
24.083333333333332,10
24.166666666666668,10
24.25,9
24.333333333333332,9
24.416666666666668,7
24.5,9
24.583333333333332,11
24.666666666666668,9
24.75,7
24.833333333333332,9
24.916666666666668,10
25,7
25.083333333333332,9
25.166666666666668,10
25.25,8
25.333333333333332,10
25.416666666666668,9
25.5,9
25.583333333333332,10
25.666666666666668,11
25.75,9
25.833333333333332,8
25.916666666666668,9
26,9
26.083333333333332,8
26.166666666666668,11
26.25,10
26.333333333333332,9
26.416666666666668,9
26.5,7
26.583333333333332,7
26.666666666666668,8
26.75,7
26.833333333333332,9
26.916666666666668,9
27,9
27.083333333333332,8
27.166666666666668,8
27.25,9
27.333333333333332,7
27.416666666666668,9
27.5,9
27.583333333333332,8
27.666666666666668,11
27.75,8
27.833333333333332,8
27.916666666666668,10
28,8
28.083333333333332,10
28.166666666666668,9
28.25,8
28.333333333333332,10
28.416666666666668,9
28.5,9
28.583333333333332,8
28.666666666666668,7
28.75,7
28.833333333333332,10
28.916666666666668,7
29,9
29.083333333333332,10
29.166666666666668,10
29.25,8
29.333333333333332,8
29.416666666666668,7
29.5,9
29.583333333333332,8
29.666666666666668,8
29.75,10
29.833333333333332,9
29.916666666666668,11
30,10
30.083333333333332,10
30.166666666666668,9
30.25,8
30.333333333333332,10
30.416666666666668,10
30.5,7
30.583333333333332,8
30.666666666666668,11
30.75,11
30.833333333333332,8
30.916666666666668,10
31,10
31.083333333333332,9
31.166666666666668,11
31.25,10
31.333333333333332,7
31.416666666666668,9
31.5,9
31.583333333333332,9
31.666666666666668,10
31.75,11
31.833333333333332,8
31.916666666666668,8
32,10
32.083333333333336,11
32.166666666666664,11
32.25,10
32.333333333333336,9
32.416666666666664,9
32.5,9
32.583333333333336,8
32.666666666666664,11
32.75,10
32.833333333333336,8
32.916666666666664,9
33,11
33.083333333333336,9
33.166666666666664,9
33.25,7
33.333333333333336,10
33.416666666666664,11
33.5,7
33.583333333333336,9
33.666666666666664,9
33.75,10
33.833333333333336,9
33.916666666666664,9
34,11
34.083333333333336,10
34.166666666666664,9
34.25,10
34.333333333333336,8
34.416666666666664,8
34.5,9
34.583333333333336,7
34.666666666666664,10
34.75,7
34.833333333333336,10
34.916666666666664,10
35,10
35.083333333333336,8
35.166666666666664,10
35.25,8
35.333333333333336,9
35.416666666666664,7
35.5,9
35.583333333333336,8
35.666666666666664,9
35.75,7
35.833333333333336,10
35.916666666666664,10
36,8
36.083333333333336,10
36.166666666666664,7
36.25,8
36.333333333333336,10
36.416666666666664,11
36.5,11
36.583333333333336,8
36.666666666666664,8
36.75,9
36.833333333333336,7
36.916666666666664,9
37,8
37.083333333333336,11
37.166666666666664,10
37.25,9
37.333333333333336,7
37.416666666666664,9
37.5,10
37.583333333333336,9
37.666666666666664,10
37.75,7
37.833333333333336,9
37.916666666666664,10
38,7
38.083333333333336,10
38.166666666666664,10
38.25,9
38.333333333333336,11
38.416666666666664,9
38.5,11
38.583333333333336,10
38.666666666666664,7
38.75,9
38.833333333333336,10
