"Hours since thread went live","Henjin no Salad Bowl • A Salad Bowl of Eccentrics - Episode 1 discussion"
0,1
0,3
0.08333333333333333,3
0.16666666666666666,8
0.25,9
0.3333333333333333,13
0.4166666666666667,15
0.5,17
0.5833333333333334,18
0.6666666666666666,22
0.75,24
0.8333333333333334,26
0.9166666666666666,28
1,28
1.0833333333333333,32
1.1666666666666667,35
1.25,34
1.3333333333333333,38
1.4166666666666667,40
1.5,41
1.5833333333333333,39
1.6666666666666667,40
1.75,39
1.8333333333333333,45
1.9166666666666667,45
2,43
2.0833333333333335,47
2.1666666666666665,45
2.25,50
2.3333333333333335,53
2.4166666666666665,57
2.5,57
2.5833333333333335,60
2.6666666666666665,59
2.75,59
2.8333333333333335,65
2.9166666666666665,70
3,69
3.0833333333333335,74
3.1666666666666665,75
3.25,79
3.3333333333333335,81
3.4166666666666665,82
3.5,86
3.5833333333333335,84
3.6666666666666665,94
3.75,94
3.8333333333333335,94
3.9166666666666665,91
4,96
4.083333333333333,96
4.166666666666667,97
4.25,99
4.333333333333333,103
4.416666666666667,105
4.5,106
4.583333333333333,111
4.666666666666667,110
4.75,118
4.833333333333333,119
4.916666666666667,121
5,125
5.083333333333333,120
5.166666666666667,125
5.25,127
5.333333333333333,127
5.416666666666667,133
5.5,131
5.583333333333333,137
5.666666666666667,139
5.75,142
5.833333333333333,138
5.916666666666667,139
6,144
6.083333333333333,144
6.166666666666667,144
6.25,143
6.333333333333333,151
6.416666666666667,150
6.5,150
6.583333333333333,146
6.666666666666667,151
6.75,159
6.833333333333333,156
6.916666666666667,157
7,156
7.083333333333333,161
7.166666666666667,168
7.25,169
7.333333333333333,167
7.416666666666667,171
7.5,171
7.583333333333333,171
7.666666666666667,176
7.75,173
7.833333333333333,174
7.916666666666667,173
8,178
8.083333333333334,180
8.166666666666666,181
8.25,185
8.333333333333334,181
8.416666666666666,186
8.5,186
8.583333333333334,187
8.666666666666666,187
8.75,189
8.833333333333334,192
8.916666666666666,193
9,195
9.083333333333334,194
9.166666666666666,198
9.25,192
9.333333333333334,197
9.416666666666666,200
9.5,201
9.583333333333334,201
9.666666666666666,200
9.75,204
9.833333333333334,205
9.916666666666666,203
10,205
10.083333333333334,208
10.166666666666666,210
10.25,211
10.333333333333334,210
10.416666666666666,212
10.5,216
10.583333333333334,214
10.666666666666666,216
10.75,218
10.833333333333334,216
10.916666666666666,211
11,217
11.083333333333334,218
11.166666666666666,220
11.25,222
11.333333333333334,221
11.416666666666666,223
11.5,223
11.583333333333334,221
11.666666666666666,225
11.75,227
11.833333333333334,221
11.916666666666666,230
12,230
12.083333333333334,226
12.166666666666666,231
12.25,227
12.333333333333334,229
12.416666666666666,228
12.5,236
12.583333333333334,234
12.666666666666666,238
12.75,239
12.833333333333334,241
12.916666666666666,238
13,241
13.083333333333334,242
13.166666666666666,245
13.25,244
13.333333333333334,245
13.416666666666666,242
13.5,246
13.583333333333334,250
13.666666666666666,245
13.75,247
13.833333333333334,246
13.916666666666666,249
14,250
14.083333333333334,247
14.166666666666666,251
14.25,250
14.333333333333334,253
14.416666666666666,255
14.5,260
14.583333333333334,257
14.666666666666666,257
14.75,258
14.833333333333334,264
14.916666666666666,261
15,261
15.083333333333334,263
15.166666666666666,261
15.25,263
15.333333333333334,267
15.416666666666666,260
15.5,261
15.583333333333334,262
15.666666666666666,265
15.75,272
15.833333333333334,268
15.916666666666666,271
16,268
16.083333333333332,271
16.166666666666668,273
16.25,271
16.333333333333332,272
16.416666666666668,274
16.5,273
16.583333333333332,278
16.666666666666668,273
16.75,270
16.833333333333332,274
16.916666666666668,275
17,277
17.083333333333332,272
17.166666666666668,279
17.25,280
17.333333333333332,280
17.416666666666668,275
17.5,280
17.583333333333332,277
17.666666666666668,276
17.75,277
17.833333333333332,280
17.916666666666668,279
18,281
18.083333333333332,279
18.166666666666668,276
18.25,279
18.333333333333332,282
18.416666666666668,285
18.5,284
18.583333333333332,286
18.666666666666668,280
18.75,284
18.833333333333332,286
18.916666666666668,286
19,283
19.083333333333332,282
19.166666666666668,287
19.25,287
19.333333333333332,284
19.416666666666668,284
19.5,284
19.583333333333332,288
19.666666666666668,289
19.75,289
19.833333333333332,286
19.916666666666668,286
20,288
20.083333333333332,288
20.166666666666668,289
20.25,288
20.333333333333332,286
20.416666666666668,292
20.5,293
20.583333333333332,287
20.666666666666668,289
20.75,292
20.833333333333332,293
20.916666666666668,294
21,296
21.083333333333332,295
21.166666666666668,296
21.25,295
21.333333333333332,296
21.416666666666668,296
21.5,299
21.583333333333332,294
21.666666666666668,297
21.75,295
21.833333333333332,298
21.916666666666668,300
22,294
22.083333333333332,298
22.166666666666668,297
22.25,301
22.333333333333332,300
22.416666666666668,295
22.5,301
22.583333333333332,299
22.666666666666668,301
22.75,304
22.833333333333332,300
22.916666666666668,303
23,299
23.083333333333332,303
23.166666666666668,306
23.25,307
23.333333333333332,309
23.416666666666668,309
23.5,310
23.583333333333332,310
23.666666666666668,309
23.75,312
23.833333333333332,312
23.916666666666668,311
24,314
24.083333333333332,308
24.166666666666668,311
24.25,309
24.333333333333332,309
24.416666666666668,313
24.5,313
24.583333333333332,310
24.666666666666668,310
24.75,310
24.833333333333332,311
24.916666666666668,312
25,312
25.083333333333332,315
25.166666666666668,314
25.25,315
25.333333333333332,314
25.416666666666668,315
25.5,315
25.583333333333332,314
25.666666666666668,316
25.75,314
25.833333333333332,319
25.916666666666668,318
26,316
26.083333333333332,318
26.166666666666668,320
26.25,318
