"Hours since thread went live","Kusuriya no Hitorigoto • The Apothecary Diaries - Episode 4 discussion"
22.333333333333332,1892
22.333333333333332,1897
22.5,1901
22.583333333333332,1899
22.666666666666668,1906
22.75,1910
22.833333333333332,1902
22.916666666666668,1908
23,1919
23.083333333333332,1916
23.166666666666668,1915
23.25,1924
23.333333333333332,1926
23.416666666666668,1925
23.5,1933
23.583333333333332,1933
23.666666666666668,1934
23.75,1937
23.833333333333332,1945
23.916666666666668,1939
24,1954
24.083333333333332,1954
24.166666666666668,1958
24.25,1952
24.333333333333332,1949
24.416666666666668,1960
24.5,1957
24.583333333333332,1955
24.666666666666668,1960
24.75,1966
24.833333333333332,1967
24.916666666666668,1974
25,1972
25.083333333333332,1971
25.166666666666668,1978
25.25,1979
25.333333333333332,1982
25.416666666666668,1977
25.5,1971
25.583333333333332,1975
25.666666666666668,1978
25.75,1985
25.833333333333332,1984
25.916666666666668,1980
26,1986
26.083333333333332,1988
26.166666666666668,1988
26.25,1989
26.333333333333332,1990
26.416666666666668,1988
26.5,1992
26.583333333333332,1995
26.666666666666668,1996
26.75,1999
26.833333333333332,1996
26.916666666666668,1995
27,1994
27.083333333333332,2001
27.166666666666668,2009
27.25,2007
27.333333333333332,2007
27.416666666666668,2008
27.5,2006
27.583333333333332,2011
27.666666666666668,2007
27.75,2006
27.833333333333332,2014
27.916666666666668,2018
28,2011
28.083333333333332,2021
28.166666666666668,2025
28.25,2022
28.333333333333332,2022
28.416666666666668,2019
28.5,2021
28.583333333333332,2024
28.666666666666668,2024
28.75,2023
28.833333333333332,2031
28.916666666666668,2025
29,2027
29.083333333333332,2030
29.166666666666668,2025
29.25,2025
29.333333333333332,2032
29.416666666666668,2029
29.5,2030
29.583333333333332,2036
29.666666666666668,2038
29.75,2039
29.833333333333332,2036
29.916666666666668,2034
30,2034
30.083333333333332,2035
30.166666666666668,2041
30.25,2037
30.333333333333332,2043
30.416666666666668,2044
30.5,2045
30.583333333333332,2041
30.666666666666668,2047
30.75,2045
30.833333333333332,2051
30.916666666666668,2049
31,2048
31.083333333333332,2044
31.166666666666668,2044
31.25,2048
31.333333333333332,2051
31.416666666666668,2052
31.5,2054
31.583333333333332,2060
31.666666666666668,2059
31.75,2060
31.833333333333332,2059
31.916666666666668,2056
32,2055
32.083333333333336,2066
32.166666666666664,2065
32.25,2058
32.333333333333336,2062
32.416666666666664,2061
32.5,2066
32.583333333333336,2064
32.666666666666664,2068
32.75,2067
32.833333333333336,2068
32.916666666666664,2068
33,2069
33.083333333333336,2071
33.166666666666664,2069
33.25,2077
33.333333333333336,2074
33.416666666666664,2074
33.5,2071
33.583333333333336,2074
33.666666666666664,2076
33.75,2079
33.833333333333336,2080
