"Hours since thread went live","Vampire Dormitory - Episode 6 discussion"
0,1
0,1
0.08333333333333333,1
0.16666666666666666,1
0.25,1
0.3333333333333333,0
0.4166666666666667,0
0.5,0
0.5833333333333334,2
0.6666666666666666,3
0.75,4
0.8333333333333334,4
0.9166666666666666,4
1,4
1.0833333333333333,4
1.1666666666666667,5
1.25,6
1.3333333333333333,8
1.4166666666666667,8
1.5,8
1.5833333333333333,7
1.6666666666666667,9
1.75,8
1.8333333333333333,7
1.9166666666666667,7
2,8
2.0833333333333335,8
2.1666666666666665,7
2.25,8
2.3333333333333335,8
2.4166666666666665,10
2.5,10
2.5833333333333335,9
2.6666666666666665,11
2.75,10
2.8333333333333335,10
2.9166666666666665,11
3,11
3.0833333333333335,12
3.1666666666666665,12
3.25,12
3.3333333333333335,11
3.4166666666666665,13
3.5,14
3.5833333333333335,13
3.6666666666666665,13
3.75,12
3.8333333333333335,14
3.9166666666666665,14
4,13
4.083333333333333,15
4.166666666666667,15
4.25,14
4.333333333333333,14
4.416666666666667,15
4.5,15
4.583333333333333,13
4.666666666666667,15
4.75,17
4.833333333333333,14
4.916666666666667,15
5,16
5.083333333333333,16
5.166666666666667,17
5.25,17
5.333333333333333,15
5.416666666666667,16
5.5,17
5.583333333333333,17
5.666666666666667,17
5.75,20
5.833333333333333,19
5.916666666666667,20
6,18
6.083333333333333,19
6.166666666666667,21
6.25,21
6.333333333333333,24
6.416666666666667,24
6.5,24
6.583333333333333,20
6.666666666666667,21
6.75,20
6.833333333333333,22
6.916666666666667,22
7,22
7.083333333333333,24
7.166666666666667,24
7.25,21
7.333333333333333,21
7.416666666666667,21
7.5,21
7.583333333333333,22
7.666666666666667,25
7.75,24
7.833333333333333,25
7.916666666666667,22
8,23
8.083333333333334,24
8.166666666666666,23
8.25,25
8.333333333333334,23
8.416666666666666,23
8.5,25
8.583333333333334,25
8.666666666666666,23
8.75,25
8.833333333333334,24
8.916666666666666,26
9,25
9.083333333333334,27
9.166666666666666,27
9.25,28
9.333333333333334,27
9.416666666666666,26
9.5,27
9.583333333333334,26
9.666666666666666,26
9.75,27
9.833333333333334,24
9.916666666666666,26
10,30
10.083333333333334,27
10.166666666666666,27
10.25,29
10.333333333333334,26
10.416666666666666,26
10.5,27
10.583333333333334,27
10.666666666666666,28
10.75,27
10.833333333333334,31
10.916666666666666,27
11,32
11.083333333333334,28
11.166666666666666,33
11.25,32
11.333333333333334,30
11.416666666666666,27
11.5,27
11.583333333333334,32
11.666666666666666,31
11.75,30
11.833333333333334,32
11.916666666666666,30
12,33
12.083333333333334,29
12.166666666666666,34
12.25,30
12.333333333333334,29
12.416666666666666,35
12.5,35
12.583333333333334,33
12.666666666666666,34
12.75,36
12.833333333333334,36
12.916666666666666,31
13,34
13.083333333333334,33
13.166666666666666,37
13.25,34
13.333333333333334,37
13.416666666666666,37
13.5,36
13.583333333333334,39
13.666666666666666,36
13.75,34
13.833333333333334,36
13.916666666666666,38
14,37
14.083333333333334,34
14.166666666666666,33
14.25,32
14.333333333333334,32
14.416666666666666,38
14.5,33
14.583333333333334,32
14.666666666666666,33
14.75,36
14.833333333333334,38
14.916666666666666,32
15,34
15.083333333333334,38
15.166666666666666,37
15.25,38
15.333333333333334,37
15.416666666666666,40
15.5,34
15.583333333333334,34
15.666666666666666,37
15.75,37
15.833333333333334,38
15.916666666666666,33
16,36
16.083333333333332,34
16.166666666666668,39
16.25,37
16.333333333333332,38
16.416666666666668,38
16.5,38
16.583333333333332,37
16.666666666666668,37
16.75,37
16.833333333333332,40
16.916666666666668,34
17,41
17.083333333333332,35
17.166666666666668,39
17.25,40
17.333333333333332,35
17.416666666666668,37
17.5,36
17.583333333333332,36
17.666666666666668,36
17.75,35
17.833333333333332,40
17.916666666666668,34
18,35
18.083333333333332,38
18.166666666666668,35
18.25,41
18.333333333333332,40
18.416666666666668,35
18.5,38
18.583333333333332,41
18.666666666666668,36
18.75,36
18.833333333333332,38
18.916666666666668,42
19,37
19.083333333333332,40
19.166666666666668,42
19.25,37
19.333333333333332,40
19.416666666666668,40
19.5,42
19.583333333333332,42
19.666666666666668,37
19.75,40
19.833333333333332,37
19.916666666666668,41
20,42
20.083333333333332,41
20.166666666666668,36
20.25,39
20.333333333333332,38
20.416666666666668,40
20.5,42
20.583333333333332,39
20.666666666666668,39
20.75,41
20.833333333333332,41
20.916666666666668,38
21,37
21.083333333333332,41
21.166666666666668,40
21.25,39
21.333333333333332,40
21.416666666666668,39
21.5,39
21.583333333333332,39
21.666666666666668,41
21.75,40
21.833333333333332,37
21.916666666666668,37
22,41
22.083333333333332,38
22.166666666666668,39
22.25,41
22.333333333333332,39
22.416666666666668,35
22.5,37
22.583333333333332,39
22.666666666666668,39
22.75,39
22.833333333333332,36
22.916666666666668,43
23,38
23.083333333333332,41
23.166666666666668,41
23.25,39
23.333333333333332,40
23.416666666666668,39
23.5,39
23.583333333333332,38
23.666666666666668,39
23.75,42
23.833333333333332,39
23.916666666666668,36
24,39
24.083333333333332,40
24.166666666666668,36
24.25,42
24.333333333333332,40
24.416666666666668,40
24.5,40
24.583333333333332,39
24.666666666666668,41
24.75,40
24.833333333333332,40
24.916666666666668,39
25,38
25.083333333333332,40
25.166666666666668,40
25.25,42
25.333333333333332,37
25.416666666666668,36
25.5,36
25.583333333333332,39
25.666666666666668,40
25.75,37
25.833333333333332,39
25.916666666666668,35
26,39
26.083333333333332,40
26.166666666666668,38
26.25,39
26.333333333333332,39
26.416666666666668,39
26.5,40
26.583333333333332,37
26.666666666666668,41
26.75,39
26.833333333333332,41
26.916666666666668,39
27,36
27.083333333333332,37
27.166666666666668,39
27.25,39
27.333333333333332,39
27.416666666666668,38
27.5,36
27.583333333333332,41
27.666666666666668,42
27.75,39
27.833333333333332,37
27.916666666666668,37
28,41
28.083333333333332,41
28.166666666666668,38
28.25,40
28.333333333333332,40
28.416666666666668,38
28.5,42
28.583333333333332,41
28.666666666666668,40
28.75,37
28.833333333333332,39
28.916666666666668,39
29,42
29.083333333333332,36
29.166666666666668,40
29.25,36
29.333333333333332,41
29.416666666666668,37
29.5,38
29.583333333333332,40
29.666666666666668,37
29.75,41
29.833333333333332,39
29.916666666666668,37
30,40
30.083333333333332,41
30.166666666666668,37
30.25,40
30.333333333333332,36
30.416666666666668,40
30.5,40
30.583333333333332,43
30.666666666666668,40
30.75,41
30.833333333333332,38
30.916666666666668,42
31,40
31.083333333333332,38
31.166666666666668,40
31.25,40
31.333333333333332,42
31.416666666666668,38
31.5,39
31.583333333333332,36
31.666666666666668,36
31.75,39
31.833333333333332,37
31.916666666666668,42
32,42
32.083333333333336,43
32.166666666666664,40
32.25,41
32.333333333333336,40
32.416666666666664,38
32.5,37
32.583333333333336,41
32.666666666666664,41
32.75,38
32.833333333333336,35
32.916666666666664,42
33,37
33.083333333333336,38
33.166666666666664,39
33.25,40
33.333333333333336,42
33.416666666666664,40
33.5,42
33.583333333333336,42
33.666666666666664,39
33.75,40
33.833333333333336,37
33.916666666666664,39
34,38
34.083333333333336,40
34.166666666666664,41
34.25,39
34.333333333333336,42
34.416666666666664,41
34.5,38
34.583333333333336,39
34.666666666666664,41
34.75,36
34.833333333333336,40
34.916666666666664,39
35,42
35.083333333333336,42
35.166666666666664,38
35.25,40
35.333333333333336,41
35.416666666666664,43
35.5,41
35.583333333333336,41
35.666666666666664,40
35.75,42
35.833333333333336,41
35.916666666666664,41
36,38
36.083333333333336,42
36.166666666666664,39
36.25,44
36.333333333333336,42
36.416666666666664,43
36.5,42
36.583333333333336,38
36.666666666666664,39
36.75,41
36.833333333333336,40
36.916666666666664,44
37,43
37.083333333333336,39
37.166666666666664,43
37.25,41
37.333333333333336,39
37.416666666666664,40
37.5,44
37.583333333333336,40
37.666666666666664,44
37.75,42
37.833333333333336,40
37.916666666666664,41
38,40
38.083333333333336,41
38.166666666666664,44
38.25,42
38.333333333333336,38
38.416666666666664,45
38.5,40
38.583333333333336,40
38.666666666666664,41
38.75,44
38.833333333333336,38
38.916666666666664,41
39,43
39.083333333333336,41
