"Hours since thread went live","Dosanko Gal wa Namara Menkoi • Hokkaido Gals Are Super Adorable! - Episode 9 discussion"
35.333333333333336,294
35.416666666666664,298
35.5,294
35.583333333333336,293
35.666666666666664,292
35.75,296
35.833333333333336,293
35.916666666666664,295
36,295
36.083333333333336,290
36.166666666666664,294
36.25,294
36.333333333333336,294
36.416666666666664,295
36.5,295
36.583333333333336,293
36.666666666666664,292
36.75,296
36.833333333333336,293
36.916666666666664,293
37,296
37.083333333333336,295
37.166666666666664,292
37.25,293
37.333333333333336,295
37.416666666666664,293
37.5,291
37.583333333333336,295
37.666666666666664,294
37.75,296
37.833333333333336,295
37.916666666666664,293
38,290
38.083333333333336,294
38.166666666666664,296
38.25,295
38.333333333333336,296
38.416666666666664,294
38.5,294
38.583333333333336,296
38.666666666666664,296
38.75,292
38.833333333333336,291
38.916666666666664,294
39,292
39.083333333333336,294
39.166666666666664,294
39.25,290
39.333333333333336,293
39.416666666666664,290
39.5,294
39.583333333333336,292
39.666666666666664,291
39.75,291
39.833333333333336,298
39.916666666666664,298
40,293
40.083333333333336,293
40.166666666666664,298
40.25,292
40.333333333333336,295
40.416666666666664,294
40.5,297
40.583333333333336,296
40.666666666666664,290
40.75,294
40.833333333333336,292
40.916666666666664,293
41,295
41.083333333333336,297
41.166666666666664,295
41.25,297
41.333333333333336,292
41.416666666666664,293
41.5,295
41.583333333333336,294
41.666666666666664,296
41.75,294
41.833333333333336,298
41.916666666666664,291
42,293
42.083333333333336,296
42.166666666666664,298
42.25,295
42.333333333333336,293
42.416666666666664,296
42.5,295
42.583333333333336,295
42.666666666666664,296
42.75,294
42.833333333333336,291
42.916666666666664,297
43,294
43.083333333333336,295
43.166666666666664,295
43.25,293
43.333333333333336,295
43.416666666666664,295
43.5,298
43.583333333333336,295
43.666666666666664,297
43.75,295
43.833333333333336,295
43.916666666666664,294
44,296
44.083333333333336,295
44.166666666666664,299
44.25,295
44.333333333333336,297
44.416666666666664,297
44.5,296
44.583333333333336,297
44.666666666666664,295
44.75,296
44.833333333333336,294
44.916666666666664,297
45,294
45.083333333333336,299
45.166666666666664,297
45.25,299
45.333333333333336,297
45.416666666666664,296
45.5,295
45.583333333333336,298
45.666666666666664,295
45.75,293
45.833333333333336,293
45.916666666666664,297
46,297
46.083333333333336,293
46.166666666666664,297
46.25,299
46.333333333333336,297
46.416666666666664,297
46.5,295
46.583333333333336,295
46.666666666666664,296
46.75,293
46.833333333333336,296
46.916666666666664,297
47,299
47.083333333333336,301
47.166666666666664,297
47.25,297
47.333333333333336,300
47.416666666666664,300
47.5,300
47.583333333333336,300
47.666666666666664,296
47.75,299
47.833333333333336,302
47.916666666666664,297
