"Hours since thread went live","Blue Archive The Animation - Episode 4 discussion"
0,1
0.08333333333333333,2
0.16666666666666666,4
0.25,10
0.3333333333333333,15
0.4166666666666667,17
0.5,19
0.5833333333333334,21
0.6666666666666666,24
0.75,26
0.8333333333333334,27
0.9166666666666666,27
1,27
1.0833333333333333,30
1.1666666666666667,33
1.25,33
1.3333333333333333,37
1.4166666666666667,37
1.5,38
1.5833333333333333,39
1.6666666666666667,40
1.75,45
1.8333333333333333,47
1.9166666666666667,48
2,49
2.0833333333333335,54
2.1666666666666665,56
2.25,63
2.3333333333333335,67
2.4166666666666665,68
2.5,70
2.5833333333333335,71
2.6666666666666665,70
2.75,70
2.8333333333333335,72
2.9166666666666665,82
3,85
3.0833333333333335,83
3.1666666666666665,84
3.25,90
3.3333333333333335,90
3.4166666666666665,89
3.5,90
3.5833333333333335,91
3.6666666666666665,92
3.75,93
3.8333333333333335,95
3.9166666666666665,97
4,101
4.083333333333333,99
4.166666666666667,103
4.25,104
4.333333333333333,108
4.416666666666667,109
4.5,106
4.583333333333333,114
4.666666666666667,111
4.75,112
4.833333333333333,114
4.916666666666667,115
5,120
5.083333333333333,120
5.166666666666667,123
5.25,123
5.333333333333333,126
5.416666666666667,127
5.5,125
5.583333333333333,131
5.666666666666667,133
5.75,128
5.833333333333333,126
5.916666666666667,132
6,131
6.083333333333333,131
6.166666666666667,131
6.25,134
6.333333333333333,136
6.416666666666667,136
6.5,143
6.583333333333333,139
6.666666666666667,137
6.75,140
6.833333333333333,142
6.916666666666667,140
7,144
7.083333333333333,141
7.166666666666667,143
7.25,147
7.333333333333333,144
7.416666666666667,148
7.5,149
7.583333333333333,147
7.666666666666667,146
7.75,149
7.833333333333333,147
7.916666666666667,151
8,149
8.083333333333334,151
8.166666666666666,151
8.25,157
8.333333333333334,156
8.416666666666666,157
8.5,160
8.583333333333334,155
8.666666666666666,156
8.75,157
8.833333333333334,156
8.916666666666666,162
9,158
9.083333333333334,159
9.166666666666666,161
9.25,166
9.333333333333334,164
9.416666666666666,169
9.5,168
9.583333333333334,164
9.666666666666666,167
9.75,172
9.833333333333334,172
9.916666666666666,172
10,175
10.083333333333334,171
10.166666666666666,179
10.25,177
10.333333333333334,184
10.416666666666666,182
10.5,186
10.583333333333334,181
10.666666666666666,184
10.75,186
10.833333333333334,187
10.916666666666666,189
11,189
11.083333333333334,189
11.166666666666666,187
11.25,194
11.333333333333334,194
11.416666666666666,191
11.5,190
11.583333333333334,191
11.666666666666666,193
11.75,194
11.833333333333334,193
11.916666666666666,195
12,194
12.083333333333334,197
12.166666666666666,196
12.25,200
12.333333333333334,204
12.416666666666666,197
12.5,203
12.583333333333334,199
12.666666666666666,200
12.75,201
12.833333333333334,205
12.916666666666666,200
13,206
13.083333333333334,207
13.166666666666666,206
13.25,207
13.333333333333334,209
13.416666666666666,210
13.5,207
13.583333333333334,212
13.666666666666666,210
13.75,207
13.833333333333334,213
13.916666666666666,210
14,208
14.083333333333334,215
14.166666666666666,211
14.25,217
14.333333333333334,213
14.416666666666666,213
14.5,216
14.583333333333334,216
14.666666666666666,210
14.75,213
14.833333333333334,215
14.916666666666666,217
15,216
15.083333333333334,217
15.166666666666666,216
15.25,217
15.333333333333334,215
15.416666666666666,215
15.5,222
15.583333333333334,221
15.666666666666666,221
15.75,217
15.833333333333334,217
15.916666666666666,224
16,223
16.083333333333332,222
16.166666666666668,223
16.25,230
16.333333333333332,229
16.416666666666668,233
16.5,229
16.583333333333332,232
16.666666666666668,231
16.75,230
16.833333333333332,234
16.916666666666668,231
17,231
17.083333333333332,231
17.166666666666668,235
17.25,235
17.333333333333332,238
17.416666666666668,232
17.5,234
17.583333333333332,231
17.666666666666668,232
17.75,233
17.833333333333332,235
17.916666666666668,237
18,233
18.083333333333332,237
18.166666666666668,242
18.25,239
18.333333333333332,241
18.416666666666668,243
18.5,243
18.583333333333332,239
18.666666666666668,236
18.75,242
18.833333333333332,242
18.916666666666668,240
19,245
19.083333333333332,242
19.166666666666668,244
19.25,245
19.333333333333332,244
19.416666666666668,243
19.5,251
19.583333333333332,247
19.666666666666668,250
19.75,249
19.833333333333332,251
19.916666666666668,249
20,248
20.083333333333332,250
20.166666666666668,249
20.25,251
20.333333333333332,249
20.416666666666668,249
20.5,253
20.583333333333332,251
20.666666666666668,249
20.75,255
20.833333333333332,252
20.916666666666668,255
21,256
21.083333333333332,255
21.166666666666668,252
21.25,257
21.333333333333332,255
21.416666666666668,258
21.5,259
21.583333333333332,257
21.666666666666668,253
21.75,258
21.833333333333332,258
