"Hours since thread went live","Re:Monster - Episode 1 discussion"
0,1
0,3
0.08333333333333333,5
0.16666666666666666,8
0.25,13
0.3333333333333333,16
0.4166666666666667,15
0.5,16
0.5833333333333334,17
0.6666666666666666,19
0.75,22
0.8333333333333334,27
0.9166666666666666,29
1,32
1.0833333333333333,33
1.1666666666666667,33
1.25,31
1.3333333333333333,32
1.4166666666666667,38
1.5,41
1.5833333333333333,42
1.6666666666666667,44
1.75,43
1.8333333333333333,45
1.9166666666666667,48
2,49
2.0833333333333335,51
2.1666666666666665,53
2.25,52
2.3333333333333335,61
2.4166666666666665,65
2.5,66
2.5833333333333335,67
2.6666666666666665,72
2.75,75
2.8333333333333335,76
2.9166666666666665,76
3,79
3.0833333333333335,79
3.1666666666666665,88
3.25,91
3.3333333333333335,97
3.4166666666666665,97
3.5,98
3.5833333333333335,96
3.6666666666666665,107
3.75,116
3.8333333333333335,116
3.9166666666666665,114
4,119
4.083333333333333,122
4.166666666666667,126
4.25,125
4.333333333333333,131
4.416666666666667,132
4.5,133
4.583333333333333,138
4.666666666666667,138
4.75,143
4.833333333333333,143
4.916666666666667,145
5,155
5.083333333333333,153
5.166666666666667,152
5.25,151
5.333333333333333,158
5.416666666666667,160
5.5,161
5.583333333333333,159
5.666666666666667,164
5.75,166
5.833333333333333,169
5.916666666666667,178
6,182
6.083333333333333,184
6.166666666666667,182
6.25,186
6.333333333333333,186
6.416666666666667,189
6.5,189
6.583333333333333,190
6.666666666666667,195
6.75,197
6.833333333333333,200
6.916666666666667,202
7,201
7.083333333333333,201
7.166666666666667,199
7.25,203
7.333333333333333,205
7.416666666666667,206
7.5,202
7.583333333333333,202
7.666666666666667,206
7.75,211
7.833333333333333,210
7.916666666666667,210
8,209
8.083333333333334,215
8.166666666666666,214
8.25,216
8.333333333333334,223
8.416666666666666,230
8.5,228
8.583333333333334,231
8.666666666666666,236
8.75,234
8.833333333333334,237
8.916666666666666,243
9,240
9.083333333333334,244
9.166666666666666,247
9.25,252
9.333333333333334,250
9.416666666666666,246
9.5,248
9.583333333333334,248
9.666666666666666,251
9.75,253
9.833333333333334,253
9.916666666666666,250
10,258
10.083333333333334,259
10.166666666666666,263
10.25,258
10.333333333333334,264
10.416666666666666,265
10.5,263
10.583333333333334,269
10.666666666666666,267
10.75,270
10.833333333333334,271
10.916666666666666,275
11,279
11.083333333333334,276
11.166666666666666,275
11.25,278
11.333333333333334,283
11.416666666666666,283
11.5,281
11.583333333333334,287
11.666666666666666,284
11.75,282
11.833333333333334,287
11.916666666666666,293
12,292
12.083333333333334,291
12.166666666666666,297
12.25,297
12.333333333333334,301
12.416666666666666,298
12.5,296
12.583333333333334,296
12.666666666666666,297
12.75,294
12.833333333333334,305
12.916666666666666,300
13,298
13.083333333333334,302
13.166666666666666,298
13.25,302
13.333333333333334,302
13.416666666666666,299
13.5,303
13.583333333333334,307
13.666666666666666,305
13.75,309
13.833333333333334,314
13.916666666666666,314
14,310
14.083333333333334,311
14.166666666666666,314
14.25,311
14.333333333333334,317
14.416666666666666,315
14.5,322
14.583333333333334,318
14.666666666666666,320
14.75,325
14.833333333333334,320
14.916666666666666,328
15,324
15.083333333333334,326
15.166666666666666,325
15.25,326
15.333333333333334,331
15.416666666666666,328
15.5,328
15.583333333333334,329
15.666666666666666,332
15.75,329
15.833333333333334,328
15.916666666666666,330
16,328
16.083333333333332,335
16.166666666666668,331
16.25,331
16.333333333333332,330
16.416666666666668,332
16.5,335
16.583333333333332,338
16.666666666666668,333
16.75,335
16.833333333333332,335
16.916666666666668,339
17,338
17.083333333333332,345
17.166666666666668,339
17.25,341
17.333333333333332,340
17.416666666666668,341
17.5,344
17.583333333333332,347
17.666666666666668,344
17.75,345
17.833333333333332,343
17.916666666666668,347
18,348
18.083333333333332,343
18.166666666666668,351
18.25,346
18.333333333333332,349
18.416666666666668,351
18.5,351
18.583333333333332,351
18.666666666666668,351
18.75,348
18.833333333333332,347
18.916666666666668,352
19,355
19.083333333333332,354
19.166666666666668,354
19.25,361
19.333333333333332,358
19.416666666666668,356
19.5,358
19.583333333333332,354
19.666666666666668,359
19.75,359
19.833333333333332,364
19.916666666666668,361
20,363
20.083333333333332,360
20.166666666666668,363
20.25,364
20.333333333333332,370
20.416666666666668,366
20.5,374
20.583333333333332,369
20.666666666666668,370
20.75,378
20.833333333333332,372
20.916666666666668,374
21,379
21.083333333333332,374
21.166666666666668,376
21.25,383
21.333333333333332,380
21.416666666666668,381
21.5,382
21.583333333333332,378
21.666666666666668,382
21.75,386
21.833333333333332,384
21.916666666666668,385
22,380
22.083333333333332,388
22.166666666666668,385
22.25,387
22.333333333333332,390
22.416666666666668,384
22.5,387
22.583333333333332,388
22.666666666666668,389
22.75,391
22.833333333333332,393
22.916666666666668,393
23,387
23.083333333333332,386
23.166666666666668,392
23.25,395
23.333333333333332,393
23.416666666666668,391
23.5,391
23.583333333333332,397
23.666666666666668,396
23.75,391
23.833333333333332,393
23.916666666666668,397
24,398
24.083333333333332,391
24.166666666666668,394
24.25,398
24.333333333333332,396
24.416666666666668,401
24.5,400
24.583333333333332,400
24.666666666666668,400
24.75,397
24.833333333333332,401
24.916666666666668,401
25,400
25.083333333333332,406
25.166666666666668,406
25.25,398
25.333333333333332,404
25.416666666666668,405
25.5,400
25.583333333333332,402
25.666666666666668,399
25.75,409
25.833333333333332,407
25.916666666666668,407
26,400
26.083333333333332,400
26.166666666666668,404
26.25,407
26.333333333333332,407
26.416666666666668,409
26.5,415
