"Hours since thread went live","Sousou no Frieren • Frieren: Beyond Journey's End - Episode 10 discussion"
0,3
0,9
0.08333333333333333,59
0.16666666666666666,118
0.25,173
0.3333333333333333,229
0.4166666666666667,287
0.5,330
0.5833333333333334,386
0.6666666666666666,438
0.75,486
0.8333333333333334,529
0.9166666666666666,566
1,633
1.0833333333333333,689
1.1666666666666667,745
1.25,813
1.3333333333333333,881
1.4166666666666667,948
1.5,1030
1.5833333333333333,1094
1.6666666666666667,1156
1.75,1217
1.8333333333333333,1285
1.9166666666666667,1341
2,1400
2.0833333333333335,1454
2.1666666666666665,1511
2.25,1576
2.3333333333333335,1638
2.4166666666666665,1702
2.5,1765
2.5833333333333335,1829
2.6666666666666665,1875
2.75,1925
2.8333333333333335,1984
2.9166666666666665,2045
3,2092
3.0833333333333335,2138
3.1666666666666665,2200
3.25,2250
3.3333333333333335,2306
3.4166666666666665,2349
3.5,2399
3.5833333333333335,2452
3.6666666666666665,2493
3.75,2535
3.8333333333333335,2581
3.9166666666666665,2630
4,2648
4.083333333333333,2701
4.166666666666667,2754
4.25,2801
4.333333333333333,2842
4.416666666666667,2888
4.5,2924
4.583333333333333,2956
4.666666666666667,2981
4.75,3010
4.833333333333333,3044
4.916666666666667,3089
5,3126
5.083333333333333,3167
5.166666666666667,3206
5.25,3246
5.333333333333333,3270
5.416666666666667,3289
5.5,3317
5.583333333333333,3354
5.666666666666667,3385
5.75,3413
5.833333333333333,3439
5.916666666666667,3469
6,3502
6.083333333333333,3519
6.166666666666667,3560
6.25,3598
6.333333333333333,3619
6.416666666666667,3650
6.5,3680
6.583333333333333,3702
6.666666666666667,3737
6.75,3762
6.833333333333333,3788
6.916666666666667,3808
7,3837
7.083333333333333,3870
7.166666666666667,3906
7.25,3939
7.333333333333333,3971
7.416666666666667,3998
7.5,4019
7.583333333333333,4045
7.666666666666667,4087
7.75,4106
7.833333333333333,4145
7.916666666666667,4174
8,4202
8.083333333333334,4236
8.166666666666666,4264
8.25,4282
8.333333333333334,4303
8.416666666666666,4344
8.5,4365
8.583333333333334,4391
8.666666666666666,4405
8.75,4437
8.833333333333334,4452
8.916666666666666,4479
9,4506
9.083333333333334,4531
9.166666666666666,4554
9.25,4580
9.333333333333334,4599
9.416666666666666,4613
9.5,4643
9.583333333333334,4668
9.666666666666666,4688
9.75,4704
9.833333333333334,4721
9.916666666666666,4740
10,4748
10.083333333333334,4787
10.166666666666666,4818
10.25,4843
10.333333333333334,4871
10.416666666666666,4890
10.5,4919
10.583333333333334,4930
10.666666666666666,4960
10.75,4989
10.833333333333334,5000
10.916666666666666,5018
11,5032
11.083333333333334,5059
11.166666666666666,5072
11.25,5102
11.333333333333334,5132
11.416666666666666,5141
11.5,5163
11.583333333333334,5176
11.666666666666666,5204
11.75,5212
11.833333333333334,5241
11.916666666666666,5255
12,5274
12.083333333333334,5291
12.166666666666666,5303
12.25,5326
12.333333333333334,5338
12.416666666666666,5351
12.5,5362
12.583333333333334,5377
12.666666666666666,5402
12.75,5413
12.833333333333334,5430
12.916666666666666,5441
13,5454
13.083333333333334,5483
13.166666666666666,5491
13.25,5510
13.333333333333334,5528
13.416666666666666,5537
13.5,5554
13.583333333333334,5574
13.666666666666666,5585
13.75,5587
13.833333333333334,5602
13.916666666666666,5618
14,5635
14.083333333333334,5659
14.166666666666666,5660
14.25,5675
14.333333333333334,5687
14.416666666666666,5699
14.5,5704
14.583333333333334,5708
14.666666666666666,5730
14.75,5735
14.833333333333334,5745
14.916666666666666,5759
15,5764
15.083333333333334,5773
15.166666666666666,5787
15.25,5790
15.333333333333334,5803
15.416666666666666,5821
15.5,5819
15.583333333333334,5840
15.666666666666666,5853
15.75,5868
15.833333333333334,5880
15.916666666666666,5890
16,5894
16.083333333333332,5901
16.166666666666668,5913
16.25,5921
16.333333333333332,5934
16.416666666666668,5942
16.5,5950
16.583333333333332,5955
16.666666666666668,5965
16.75,5971
16.833333333333332,5982
16.916666666666668,5987
17,5993
17.083333333333332,5996
17.166666666666668,6007
17.25,6012
17.333333333333332,6030
17.416666666666668,6033
17.5,6042
17.583333333333332,6053
17.666666666666668,6066
17.75,6075
17.833333333333332,6081
17.916666666666668,6084
18,6095
18.083333333333332,6093
18.166666666666668,6096
18.25,6102
18.333333333333332,6105
18.416666666666668,6114
18.5,6130
18.583333333333332,6126
18.666666666666668,6139
18.75,6136
18.833333333333332,6158
18.916666666666668,6165
19,6179
19.083333333333332,6184
19.166666666666668,6185
19.25,6195
19.333333333333332,6201
19.416666666666668,6211
19.5,6224
19.583333333333332,6227
19.666666666666668,6229
19.75,6236
19.833333333333332,6243
19.916666666666668,6235
20,6246
20.083333333333332,6252
20.166666666666668,6252
20.25,6254
20.333333333333332,6264
20.416666666666668,6260
20.5,6267
20.583333333333332,6279
20.666666666666668,6275
20.75,6282
20.833333333333332,6285
20.916666666666668,6297
21,6294
21.083333333333332,6308
21.166666666666668,6315
21.25,6325
21.333333333333332,6318
21.416666666666668,6327
21.5,6330
21.583333333333332,6337
21.666666666666668,6351
21.75,6357
21.833333333333332,6354
21.916666666666668,6369
22,6375
22.083333333333332,6378
22.166666666666668,6383
22.25,6387
22.333333333333332,6392
22.416666666666668,6408
22.5,6409
22.583333333333332,6415
22.666666666666668,6430
22.75,6432
22.833333333333332,6435
22.916666666666668,6445
23,6446
23.083333333333332,6451
23.166666666666668,6458
23.25,6464
23.333333333333332,6462
23.416666666666668,6475
23.5,6468
23.583333333333332,6474
23.666666666666668,6489
23.75,6490
23.833333333333332,6492
23.916666666666668,6500
24,6501
24.083333333333332,6512
24.166666666666668,6521
24.25,6517
24.333333333333332,6525
24.416666666666668,6522
24.5,6533
24.583333333333332,6535
24.666666666666668,6545
24.75,6543
24.833333333333332,6545
24.916666666666668,6550
25,6557
25.083333333333332,6560
25.166666666666668,6558
25.25,6576
25.333333333333332,6573
25.416666666666668,6587
25.5,6578
25.583333333333332,6594
25.666666666666668,6598
25.75,6603
25.833333333333332,6605
25.916666666666668,6620
26,6620
26.083333333333332,6618
26.166666666666668,6631
26.25,6639
26.333333333333332,6634
26.416666666666668,6642
26.5,6646
26.583333333333332,6646
26.666666666666668,6650
26.75,6648
26.833333333333332,6659
26.916666666666668,6659
27,6662
27.083333333333332,6665
27.166666666666668,6681
27.25,6679
27.333333333333332,6675
27.416666666666668,6684
27.5,6691
27.583333333333332,6692
27.666666666666668,6701
27.75,6693
27.833333333333332,6708
27.916666666666668,6711
28,6716
28.083333333333332,6711
28.166666666666668,6717
28.25,6719
28.333333333333332,6727
28.416666666666668,6727
28.5,6735
28.583333333333332,6740
28.666666666666668,6747
28.75,6739
28.833333333333332,6737
28.916666666666668,6739
29,6749
29.083333333333332,6750
29.166666666666668,6745
29.25,6748
29.333333333333332,6749
29.416666666666668,6746
29.5,6761
29.583333333333332,6758
29.666666666666668,6766
29.75,6772
